sentence_A,sentence_B,label
可穿戴电子设备|本发明涉及一种可穿戴电子设备。 根据本发明，这种可穿戴电子设备包括具有触摸屏和处理器的设备主体。 这种可穿戴电子设备还具有连接到设备主体的带子，以及设置在带子内部或上的光学传感器。 光学传感器从带子向外旋转以拍摄图像。 处理器与光学传感器通信以处理捕获的图像。,"THIẾT BỊ ĐIỆN TỬ ĐEO ĐƯỢC|Sáng chế đề cập tới thiết bị điện tử đeo được. Theo sáng chế,  thiết bị điện tử đeo đươc này bao gồm thân thiết bị có màn hình cảm ứng và bộ xử lý. Thiết bị điện tử  đeo được này còn có dây đeo được nối với thân thiết bị và bộ cảm biến quang được bố trí bên trong hoặc trên dây đeo. Bộ cảm biến quang quay ra ngoài từ dây đeo để chụp ảnh. Bộ xử lý truyền thông với bộ cảm biến quang để xử lý các ảnh chụp được.",0.0
用于传感器块的门槽外壳和包含此门槽外壳的传感器块|本发明涉及一种用于感测块的门槽壳体，感测块包含此门槽壳体，该门槽壳体包括 : 本体，在本体中设置有容纳感测块的光发射元件和光吸收元件的元件容纳单元； 以及辐射单元，其设置在元件容纳单元中与光发射元件相对应的位置上，以使从光发射元件产生的光改变到预定的光束范围，并辐射此光。,"VỎ BỌC KHE CỬA DÙNG CHO KHỐI CẢM BIẾN VÀ KHỐI CẢM BIẾN CHỨA VỎ BỌC KHE CỬA NÀY|Sáng chế đề cập đến vỏ bọc khe cửa dùng cho khối cảm biến và khối cảm biến chứa vỏ bọc khe cửa này,  vỏ bọc khe cửa bao gồm :  thân,  bộ phận chứa phần tử được bố trí trong thân để chứa phần tử phát xạ ánh sáng và phần tử hấp thu ánh sáng của khối cảm biến;  và bộ phận bức xạ được bố trí tại vị trí tương ứng với phần tử phát xạ ánh sáng trong bộ phận chứa phần tử để làm thay đổi ánh sáng được tạo ra từ phần tử phát xạ ánh sáng đến dải chùm sáng được xác định trước và bức xạ ánh sáng này.",0.0
"Display control method for mobile terminal display and mobile terminal|The invention relates to the technical field of computers,  in particular to a method for controlling the screen display of a mobile terminal and a mobile terminal. In a method of controlling the display of a display of a mobile terminal,  the mobile terminal can detect whether a light beam emitted from an identification device has arrived. When the mobile terminal detects the arrival of the light beam,  the mobile terminal may determine whether the detected light beam is in an inclined state. When tet & lt;  When image1 is discovered by the mobile terminal that the light beam is in an inclined state,  the mobile terminal can adjust the display direction of the interface content on the screen of the mobile terminal according to the inclined state of the light beam. Therefore,  the efficiency of identifying interface contents on the screen of the mobile terminal is improved.","PHƯƠNG PHÁP ĐIỀU KHIỂN SỰ HIỂN THỊ CỦA MÀN HÌNH THIẾT BỊ ĐẦU CUỐI DI ĐỘNG VÀ THIẾT BỊ ĐẦU CUỐI DI ĐỘNG|Sáng chế đề cập đến lĩnh vực công nghệ máy tính,  và cụ thể là,  đề cập đến phương pháp điều khiển sự hiển thị của màn hình thiết bị đầu cuối di động,  và thiết bị đầu cuối di động. Trong phương pháp điều khiển sự hiển thị của màn hình thiết bị đầu cuối di động,  thiết bị đầu cuối di động này có thể phát hiện xem liệu chùm tia được phát ra từ thiết bị nhận diện có đến hay không. Khi thiết bị đầu cuối di động phát hiện ra rằng chùm tia đến,  thiết bị đầu cuối di động này có thể xác định xem liệu chùm tia đã được phát hiện này có đang ở trạng thái nghiêng hay không. Khi thiết&lt; Image1  bị đầu cuối di động phát hiện ra rằng chùm tia đang ở trạng thái nghiêng,  thiết bị đầu cuối di động này có thể điều chỉnh hướng hiển thị của nội dung giao diện trên màn hình của thiết bị đầu cuối di động dựa vào trạng thái nghiêng của chùm tia. Do đó,  hiệu quả nhận diện nội dung giao diện trên màn hình của thiết bị đầu cuối di động được cải thiện.",0.0
一种控制移动终端显示器显示的方法及移动终端|本发明涉及计算机技术领域，特别涉及一种控制移动终端屏幕显示的方法，以及一种移动终端。 在控制移动终端显示器的显示的方法中，这个移动终端可以检测从识别装置发射的光束是否到达。 当移动终端检测到此光束到达时，此移动终端可以确定此已检测到的光束是否处于倾斜状态。 当tet&lt；image1被移动终端发现光束处于倾斜状态时，这个移动终端可以根据光束的倾斜状态调整界面内容在移动终端的屏幕上的显示方向。 因此，提高了识别移动终端屏幕上的界面内容的效率。,"PHƯƠNG PHÁP ĐIỀU KHIỂN SỰ HIỂN THỊ CỦA MÀN HÌNH THIẾT BỊ ĐẦU CUỐI DI ĐỘNG VÀ THIẾT BỊ ĐẦU CUỐI DI ĐỘNG|Sáng chế đề cập đến lĩnh vực công nghệ máy tính,  và cụ thể là,  đề cập đến phương pháp điều khiển sự hiển thị của màn hình thiết bị đầu cuối di động,  và thiết bị đầu cuối di động. Trong phương pháp điều khiển sự hiển thị của màn hình thiết bị đầu cuối di động,  thiết bị đầu cuối di động này có thể phát hiện xem liệu chùm tia được phát ra từ thiết bị nhận diện có đến hay không. Khi thiết bị đầu cuối di động phát hiện ra rằng chùm tia đến,  thiết bị đầu cuối di động này có thể xác định xem liệu chùm tia đã được phát hiện này có đang ở trạng thái nghiêng hay không. Khi thiết&lt; Image1  bị đầu cuối di động phát hiện ra rằng chùm tia đang ở trạng thái nghiêng,  thiết bị đầu cuối di động này có thể điều chỉnh hướng hiển thị của nội dung giao diện trên màn hình của thiết bị đầu cuối di động dựa vào trạng thái nghiêng của chùm tia. Do đó,  hiệu quả nhận diện nội dung giao diện trên màn hình của thiết bị đầu cuối di động được cải thiện.",0.0
"Power Supply and Switchgear for Tunnel Kiln|The invention relates to a power supply and a switching device for use in a tunnel with combustible gas and explosive dust. The invention relates to a power supply and a switch device for a tunnel,  which comprises a shell part composed of a cover and a shell body,  wherein the shell body is further divided into three cavities :  an electric inlet connection cavity (A),  a functional cavity (B) and a spark safety connection cavity (C). The printed circuit board of the functional block is arranged in the functional cavity (B),  and comprises a DC/DC and charging circuit board,  a switch control circuit board and an LED display circuit board for realizing the functional block :  an input power supply block (B1),  a rectifying block (B2),  a battery and battery charging control block (B3),  a DC/DC power supply block and an electric spark safety isolation block (B4),  and an isolation block (B6) for receiving control and power cut-off control signals;  & LT;  IMAGE1 display block.","THIẾT BỊ NGUỒN VÀ ĐÓNG CẮT SỬ DỤNG TRONG HẦM LÒ|Sáng chế đề cập đến thiết bị nguồn và đóng cắt sử dụng trong hầm lò có khí dễ cháy và bụi nổ. Thiết bị nguồn và đóng cắt sử dụng trong hầm lò bao gồm :  phần vỏ gồm hai phần :  nắp và thân vỏ,  trong đó,  thân vỏ được chia thành ba khoang :  khoang đấu nối nguồn vào (A),  khoang chức năng (B) và khoang đấu nối an toàn tia lửa (C). Các bảng mạch in của các khối chức năng được bố trí trong khoang chức năng (B),  bao gồm :  bảng mạch DC/DC và nạp ăcquy,  bảng mạch điều khiển đóng cắt và bảng mạch hiển thị led để thực hiện các khối chức năng :  khối nguồn vào (B1),  khối chỉnh lưu (B2),  khối điều khiển nạp ắc quy và ắc quy (B3),  khối nguồn DC/DC và cách ly an toàn tia lửa (B4),  khối cách ly nhận tín hiệu điều khiển và điều khiển cắt điện (B5),  khối hiển thị led (B6).&lt; Image1",0.0
"Crop nutrition monitor system and method|The invention relates to a crop nutrition monitoring system and a method thereof. The system comprises :  a sample collector (1),  which is divided into a plurality of small tanks separated from each other,  each small tank contains at least one double sensor (2),  wherein an EC double sensor head (2.1),  a pH double sensor head (2.2) and a water temperature double sensor head (2.3) are provided;  The other end of the ambient double sensing head (2.4) is directly connected to the central control unit (3),  and the difference is that the double sensing head (2) is formed as a double sensing head,  wherein each double sensing head is two single sensors that can independently collect sensing values on the same measuring element;  The central control unit (3) connected with the computer (4) undertakes the data acquisition task,  calculates,  judges and compares the data collected from the double sensor head (2),  and directly controls the environmental adjustment device (12);  The inlet of the sample collector (1) is nutrient solution fed from the main nutrient tank (6);  At & LT;  A nutrient pond (6) of IMAGE1 has an inlet water source (6.1),  and the nutrient supply to the pond (6.2) is regulated by a central control unit (3).",作物营养监测系统与方法|本发明涉及一种作物营养监测系统及方法，本发明所述系统包括 : 样品采集器(1)，分为多个相互分离的小槽，每个小槽至少含有一个双传感器(2)，其中具有EC双传感器头(2.1)，pH双传感器头(2.2)，水温双传感器头(2.3)； 环境双传感头(2.4)，双传感头(2)的另一端直接连接到中央控制单元(3)，其不同之处在于双传感头(2)构成为双传感头，其中每个双传感头是在同一测量元件上可独立采集传感值的两个单传感器； 与计算机(4)连接的中央控制单元(3)承担数据采集任务，对从双传感器头(2)采集的数据进行计算，判断和比较，直接控制环境调节装置(12)； 样品收集器(1)的入口是从主营养槽(6)送入的营养液； 在&LT；IMAGE1营养池(6)中有进水源(6.1)，通过中央控制单元(3)调节对该池(6.2)的营养供应。,0.0
"Wireless Sensor Experimental Network System Based on Cloud Computing Platform|The invention provides a wireless sensor test network system based on a cloud computing platform. The simulation system comprises components :  a server comprises a man-machine communication module and a storage module;  Cloud computing system includes :  host control,  virtual machines and resource clusters;  And wireless sensor network protocol and device simulation module. In one aspect,  the invention also provides a test scene deployment process under the virtual network model,  which comprises the following steps :  1) selecting a virtual network architecture to realize the test;  (2) testing scene specification and transmission environment;  (III) initializing automatic configuration command for virtual machine on cloud computing platform;  (IV) sending request from man-machine communication module to control server;  (V) carrying out equipment simulation,  virtual network protocol and transmission environment;  (VI) collecting information from wireless sensor and sending it back to storage module for analysis and evaluation",基于云计算平台的无线传感器测试网络系统|本发明提出了一种基于云计算平台的无线传感器测试网络系统，该仿真系统包括组件 : 服务器包括人机通信模块和存储模块； 云计算系统包括 :  主机控制， 虚拟机和资源集群；和无线传感器网络协议和设备仿真模块。在一个方面， 本发明还提出了一种虚拟网络模型下的测试场景部署过程，包括以下步骤 : 一)选择要实现测试的虚拟网络体系结构；二)测试场景规范， 传输环境；III)为云计算平台上的虚拟机初始化自动配置命令；IV)从人机通信模块向控制服务器发送请求；V)进行设备模拟，虚拟网络协议和传输环境；VI)从无线传感器收集信息并发送回存储模块，用于分析和评估。&LT；Image1,0.0
"Wireless charging coil manufacturing perforation process and wireless charging coil manufacturing method|The invention relates to a perforation process for manufacturing a wireless charging coil,  which comprises the following steps :  perforating a metal sheet to manufacture a coil structure and a compact channel,  wherein the coil structure has a plurality of coil rings,  openings between two of the plurality of coil rings,  and the compact channel connecting the coil rings keeps the width of the openings. & L;  Image1",生产无线充电线圈的冲孔工艺及制造无线充电线圈的方法|本发明涉及一种制造无线充电线圈的穿孔工艺，包括以下步骤 : 穿孔金属片以制造线圈结构和致密通道，该线圈结构具有多个线圈环，多个线圈环中两个之间的开口，连接线圈环的致密通道保持开口的宽度。 &L；Image1,0.0
"Video decoding method,  video encoding method and non-relay computer readable storage medium|The invention relates to a video decoding method,  a video coding method and a non-forwarding computer readable storage medium. The method for decoding an image according to a decoding device of the present invention comprises the following steps :  deriving an internal prediction mode of a current block;  Deriving a neighborhood template including a left neighborhood template and an upper neighborhood template of the current block;  According to the position of the target sample of the current block and the prediction angle of the internal prediction mode,  a reference sample for predicting the target sample is derived from adjacent samples;  Determining the interpolation filter of the target template;  And the prediction template derivation of the target template based on interpolation filtering and reference template. & L;  Image1",视频解码方法，视频编码方法和非中继计算机可读存储介质|本发明涉及一种视频解码方法，一种视频编码方法和一种非转发式计算机可读存储介质。 根据本发明的解码装置进行图像解码的方法，包括以下步骤 : 导出当前块的内部预测模式； 导出包括当前块的左邻域模板和上邻域模板的邻域模板； 根据当前块的目标样本的位置和内部预测模式的预测角度，在相邻样本中导出用于预测目标样本的参考样本； 确定目标模板的插值滤波器； 以及基于插值滤波和参考模板的目标模板的预测模板推导。 &L；Image1,0.0
具有折叠边框的OLED(有机发光二极管)显示器件|本发明涉及一种显示装置。 该显示装置包括具有活动区和非活动区的触摸屏幕面板。 触摸屏幕面板包括第一边缘和第二边缘。 该显示器柔性印刷电路板连接到该触摸式显示器板。 所述柔性显示印刷电路板与所述触摸显示板的至少一部分第一边缘重叠。 触摸式柔性印刷电路板连接到触摸式屏幕板。 该柔性印刷线路板与该触屏线路板的至少一部分第二边缘重叠。 柔性触摸印刷电路板向触摸屏幕板的下表面弯曲。 软触式印刷电路板的下表面接触增强细节。 加固细节的侧表面的一部分连接到触摸屏板的第二边缘。 &L；Image1,THIẾT BỊ HIỂN THỊ OLED (ĐIÔT PHÁT QUANG HỮU CƠ) CÓ KHUNG VIỀN THU GỌN|Sáng chế đề cập đến thiết bị hiển thị. Thiết bị hiển thị bao gồm panen màn hình chạm có vùng hoạt động và vùng không hoạt động. Panen màn hình chạm bao gồm cạnh thứ nhất và cạnh thứ hai. Bảng mạch in mềm dẻo hiển thị được nối với panen màn hình chạm. Bảng mạch in mềm dẻo hiển thị chồng lên ít nhất một phần cạnh thứ nhất của panen màn hình chạm. Bảng mạch in mềm dẻo chạm được nối với panen màn hình chạm. Bảng mạch in mềm dẻo chạm chồng lên ít nhất một phần cạnh thứ hai của panen màn hình chạm. Bảng mạch in mềm dẻo chạm được uốn cong về phía bề mặt dưới của panen màn hình chạm. Chi tiết gia cố tiếp xúc bề mặt dưới của bảng mạch in mềm dẻo chạm. Một phần của bề mặt bên của chi tiết gia cố được nối với cạnh thứ hai của panen màn hình chạm. &lt; Image1,0.0
"Liquid crystal display device|The invention relates to a liquid crystal display device. The liquid crystal display device comprises a liquid crystal screen,  a lower shell,  a rear shell and a guide plate. Liquid crystal display image. The lower part of the mounting housing is matched with the structured light source to generate light for the LCD screen. The rear housing mounting matches the lower part of the housing. A guide plate is position on that lower portion of the house for supporting the LCD screen. Each of the guide plate and the lower portion of the housing includes a hook protruding from the surface for insertion into the mounting portion of the rear housing.",液晶显示器件|本发明涉及一种液晶显示装置。 所述液晶显示装置包括液晶屏，下壳体，后壳体和导向板。 液晶显示图像。 安装壳体的下部与结构化的光源相匹配，以产生用于液晶屏的光。 后壳体安装与壳体下部相匹配。 导向板定位在壳体下部分上，用于支撑液晶屏。 所述导向板和所述壳体下部分中的每一个都包括从所述表面突出以便插入所述后壳体的安装部分的挂钩。,0.0
"Anti-degradation composition and product containing such anti-degradation composition|The invention relates to an anti-degradation composition,  which can show good performance of preventing deterioration of food,  cosmetics and the like,  can show good effect even if added in a small amount,  has high heat resistance,  and is not adversely affected by light. The invention provides (1) an anti-degradation composition containing a water-insoluble antioxidant,  a water-soluble antioxidant and an emulsifying composition;  And (2) the anti-degradation composition comprises a water-soluble antioxidant and Carnosol and/or Carnosic acid,  wherein the total amount of Carnosol and Carnosic acid is not less than 4% by weight.",抗分解组合物及含有此抗分解组合物的产品|本发明涉及一种抗降解组合物，能够表现出防止食品，化妆品等变质的良好性能，即使少量添加也能表现出良好的效果，具有较高的耐热性，且不受光的不利影响。 本发明提供(1)含有水不溶性抗氧剂，水溶性抗氧剂和乳化性组合物的抗降解组合物； 以及(2)所述抗降解组合物含有水溶性抗氧剂，以及Carnosol和/或Carnosic酸，其中Carnosol和Carnosic酸的总量不小于wt%的4%。,0.0
"Powder-containing composition,  method for producing such composition,  and cosmetics containing such composition|The present invention relates to a composition containing a solvent having a first charge carrier powder located on its surface,  an ionic polymer having a second charge opposite the first charge,  and a multivalent ion having the first charge. The ionic powder and polymer are ionic and/or electrostatically bonded together. Such multivalent ions and ionic polymers are ionic and/or electrostatically bonded to each other. The invention also relates to cosmetics containing the composition and a method for producing the composition. & lt;  Image1","CHẾ PHẨM CHỨA BỘT,  PHƯƠNG PHÁP SẢN XUẤT CHẾ PHẨM NÀY VÀ MỸ PHẨM CHỨA CHẾ PHẨM NÀY|Sáng chế đề cập đến chế phẩm chứa dung môi,  và trong dung môi này có bột mang điện tích thứ nhất nằm trên bề mặt của nó,  polyme ion có điện tích thứ hai trái dấu với điện tích thứ nhất,  và ion đa hóa trị có điện tích thứ nhất. Bột và polyme ion này được liên kết ion và/hoặc liên kết tĩnh điện với nhau. Polyme ion và ion đa hóa trị này được liên kết ion và/hoặc liên kết tĩnh điện với nhau. Sáng chế còn đề cập đến mỹ phẩm chứa chế phẩm này và phương pháp sản xuất chế phẩm này.&lt; Image1",0.0
"Screen display method and terminal|The invention relates to a screen display method and a terminal,  and relates to the application field of electronic products,  so as to solve the problem that when the screen displayed on the terminal is not a desktop,  the mode of a user switching from the current screen to a screen with other contents is relatively complex. The method comprises :  when the first screen is displayed,  identifying the first trigger event by the terminal,  responding to the first trigger event,  and displaying a shortcut window on the first screen,  wherein the shortcut window comprises at least one object,  each object being associated with an element;  And after identifying that at least one object in the shortcut window is selected,  displaying by the terminal a display of elements associated with the selected object. In an embodiment of the present invention,  a shortcut window may be displayed on the first screen. Therefore,  the user can immediately enter the screen of another element by calling the shortcut window on the first screen and using the objects in the shortcut window. Compared with known technologies,  this simplifies the way to enter another element screen from the first screen,  thus improving the user experience.","PHƯƠNG PHÁP HIỂN THỊ MÀN HÌNH VÀ THIẾT BỊ ĐẦU CUỐI|Sáng chế đề cập đến phương pháp hiển thị màn hình và thiết bị đầu cuối và liên quan đến lĩnh vực các ứng dụng sản phẩm điện tử,  để giải quyết vấn đề là khi màn hình được hiển thị trên thiết bị đầu cuối không là màn hình nền,  cách thức mà trong đó người dùng chuyển đổi từ màn hình hiện tại sang màn hình của nội dung khác tương đối phức tạp. Phương pháp bao gồm :  khi hiển thị màn hình thứ nhất,  nhận biết,  bởi thiết bị đầu cuối,  sự kiện kích hoạt thứ nhất,  phản hồi với sự kiện kích hoạt thứ nhất,  và hiển thị cửa sổ đường tắt trên màn hình thứ nhất,  trong đó cửa sổ đường tắt bao gồm ít nhất một đối tượng,  mỗi đối tượng được kết hợp với một phần tử;  và sau khi nhận biết rằng ít nhất một đối tượng trong cửa sổ đường tắt được lựa chọn,  hiển thị,  bởi thiết bị đầu cuối,  màn hình của phần tử được kết hợp với đối tượng được lựa chọn. Trong các phương án của sáng chế,  cửa sổ đường tắt có thể được hiển thị trên màn hình thứ nhất. Do đó,  người dùng có thể ngay lập tức đi vào màn hình của phần tử khác bằng cách ngay lập tức gọi ra cửa sổ đường tắt trên màn hình thứ nhất và bằng cách sử dụng đối tượng trong cửa sổ đường tắt. So với kỹ thuật đã biết,  điều này làm đơn giản hóa cách thức đi từ màn hình thứ nhất vào màn hình phần tử khác,  nhờ đó cải thiện trải nghiệm người dùng.",0.0
"Communication method and apparatus,  and readable computer storage object|The invention provides a communication method and device,  and a computer readable storage object. The method comprises the following steps :  acquiring an input sequence with rate matching,  wherein the output sequence is a retransmission sequence corresponding to a transmission block (transmission block,  TB),  the output sequence comprises M code block groups (code block,  CB),  the value of M is less than the number of CB groups obtained after TB segmentation,  and the M CB groups comprise CT and CB;  And speed matching is carried out on CT and CB,  wherein the length of the output sequence matches the speed of each block in CT,  and CB meets the following conditions :  when. This method is suitable for systems based on CB group transmission,  making full use of resources as much as possible,  thus improving performance. & LT;  Image1 & LT;  Image2 & LT;  Image3 & LT;  Image4","PHƯƠNG PHÁP VÀ THIẾT BỊ TRUYỀN THÔNG,  VÀ VẬT LƯU TRỮ MÁY TÍNH ĐỌC ĐƯỢC|Sáng chế đề xuất phương pháp và thiết bị truyền thông,  và vật lưu trữ máy tính đọc được. Phương pháp bao gồm các bước :  thu được chuỗi đầu vào để so khớp tốc độ,  trong đó chuỗi đầu ra là chuỗi truyền lại tương ứng với khối vận chuyển (transport block,  TB),  chuỗi đầu ra bao gồm M nhóm khối mã (code block,  CB),  giá trị của M nhỏ hơn số lượng nhóm CB thu được sau khi TB được phân đoạn,  và M nhóm CB bao gồm Ct,  CB;  và thực hiện so khớp tốc độ trên Ct,  CB,  trong đó độ dài của chuỗi đầu ra so khớp tốc độ của mỗi khối trong Ct,  CB thỏa mãn các điều kiện sau :  khi . Phương pháp có thể áp dụng được cho hệ thốngtrong đó thực hiện truyền dựa trên nhóm CB,  và các tài nguyên được tận dụng đầy đủ càng nhiều càng tốt,  nhờ đó cải thiện hiệu năng.&lt; Image1 &lt; Image2 &lt; Image3 &lt; Image4",0.0
"Portable electronic equipment and recording equipment|The invention provides a recording device (200) and a portable electronic device (300). The recording device (200) includes at least two image sensors (100). Each image sensor (100) includes a pixel bearing (10) and a control circuit (20). The carrier pixel (10) includes a plurality of horizontal row pixels and a plurality of vertical row pixels. The control circuit (20) is used for controlling the image sensor (100) to operate in an image forming mode or a light sensing mode;  Receiving a light sensing command for controlling the intersection region (12) of a portion of the horizontal row pixels and a portion of the vertical row pixels to detect the illumination intensity so that the image sensor (100) operates at an average & amp;  Image 1m variable light mode,  receiving an image sensor (100) for controlling the image carrier (10) to obtain an image operates on the image sensor (100).",BỘ MÁY GHI HÌNH VÀ THIẾT BỊ ĐIỆN TỬ DI ĐỘNG|Sáng chế đề xuất bộ máy ghi hình (200) và thiết bị điện tử di động (300). Bộ máy ghi hình (200) bao gồm ít nhất hai bộ cảm biến hình ảnh (100). Mỗi bộ cảm biến hình ảnh (100) bao gồm mang điểm ảnh (10) và mạch điều khiển (20). Mang điểm ảnh (10) bao gồm nhiều điểm ảnh hàng ngang và nhiều điểm ảnh hàng dọc. Mạch điều khiển (20) được cấu hình để điều khiển bộ cảm biến hình ảnh (100) để hoạt động ở chế độ tạo hình ảnh hoặc ở chế độ cảm biến ánh sáng;  nhận lệnh cảm biến ánh sáng để điều khiển vùng giao nhau (12) của một phần của các điểm ảnh hàng ngang và một phần của các điểm ảnh hàng dọc để phát hiện cường độ chiếu sáng để kích hoạt bộ cảm biến hình ảnh (100) hoạt động ở chế độ cả&lt; Image1 m biến ánh sáng và nhận lệnh tạo hình ảnh để điều khiển mang điểm ảnh (10) để thu được hình ảnh để kích hoạt bộ cảm biến hình ảnh (100) hoạt động ở chế độ tạo hình ảnh.,0.0
"Self-emulsifying compositions of (omega) 3 fatty acids.|At least 70 to 90% by weight of the compound;  One is selected from the group consisting of (formula) three polysorbates,  fatty acids and salts;  Acceptable esters of these drugs;  0.5 to 6% by weight;  1 :  29%;  Using polyoxyethylene sorbate instead of fatty acid ester as emulsifier;  (optionally,  comprising a polyoxy casting solution,  excluding lecithin);  And an amount of lecithin;  3 to 40 parts by weight,  and (formula) 3 parts by weight is 100 parts by weight;  Fatty acids and the like. The resulting self-emulsifying composition is excellent in performance;  Self-emulsifying;  Component dispersibility;  Emulsion stability;  And bioavailability,  free of ethanol and polyols,  or;  Such alcohols are added here only at lower concentrations and will be advantageously used;  For foods and medicaments","องค์ประกอบที่เกิดอิมัลชันได้เองของ(โอเมกา)3 แฟตตี้แอซิด|70 ถึง 90% โดยนํ้าหนักของสารประกอบอย่างน้อย; หนึ่งชนิดที่เลือกได้จากกลุ่มที่ประกอบด้วย (สูตร)3 โพลีอันแซททูเรเทด แฟตตี้แอซิด และเกลือและ; เอสเทอร์ที่ยอมรับได้ทางเภสัชกรรมของสิ่งเหล่านี้ ;  0.5 ถึง 6%โดยนํ้าหนักของนํ้า ;  1 ถึง 29%; โดยนํ้าหนักของโพลีออกซีเอทธิลีน ซอร์บิแทน แฟตตี้แอซิด เอสเทอร์ ในฐานะสารอิมัลซิไฟเออร์; (อย่างเลือกได้ ที่รวมถึงโพลีออกซิล แคสเตอร์ออยค์,  และที่ไม่รวมถึงเลซิทิน);  และเลซิทินในจำนวน; เป็น 3 ถึง 40 ส่วนโดยนํ้าหนัก เมื่อเทียบกับ 100 ส่วนโดยนํ้าหนักของ (สูตร)3 โพลีอันแซททูเรเทด; แฟตตี้แอซิด และสิ่งที่คล้ายกัน องค์ประกอบที่เกิดอิมัลชันได้เองจะดีเยี่ยมในส่วนคุณสมบัติในการ; เกิดอิมัลชันได้เอง,  ความสามารถในการกระจายตัวได้ขององค์ประกอบ,  ความเสถียรของอิมัลชัน, ; และความสามารถในการดูดซึมได้,  จะปราศจากเอทธานอล และโพลีไฮดริกแอลกอฮอล์ หรือ; มีแอลกอฮอล์ดังกล่าวนี้ที่ถูกเติมลงในที่นี้ที่ความเข้มข้นที่ลดลงเท่านั้น,  และจะใช้เป็นประโยชน์; สำหรับอาหาร และสารทางเภสัชกรรม",0.0
"Head-mounted display|The invention relates to a head-mounted display having a modular form and having a texture for tight mounting on a head-mounted article. Such a head-mounted display may include selected components required for a particular application,  such as display supports,  video recorders,  microphones,  positioning lead assemblies,  etc.,  and may have mounting structures for securing the selected components to the head-mounted components. Such a head-mounted display may have a display module having corresponding display characteristics that produce visible display and/or display functions suitable for a particular application. The display module may have a non-transparent small size display and/or at least partially transparent waveguide glass,  and may have a texture for generating an augmented reality display for a user. & lt;  Image1","MÀN HÌNH GẮN TRÊN ĐẦU|Sáng chế đề cập đến màn hình gắn trên đầu có dạng môđun và có kết cấu để lắp chặt vào vật dụng đội đầu. Màn hình gắn trên đầu này có thể bao gồm các bộ phận được lựa chọn cần thiết cho một ứng dụng cụ thể,  như cần đỡ màn hình,  máy ghi hình,  micrô,  bộ phận theo dâi vị trí,  v.v.,  và có thể có cơ cấu gắn để lắp chặt các bộ phận được lựa chọn vào vật dụng đội đầu. Màn hình gắn trên đầu này có thể có môđun hiển thị có đặc tính hiển thị tương ứng tạo ra sự hiển thị nhìn thấy được và/hoặc chức năng hiển thị thích hợp cho một ứng dụng cụ thể. Môđun hiển thị có thể có một màn hình cỡ nhỏ không trong suốt và/hoặc kính dẫn sóng ít nhất trong suốt một phần,  và có thể có kết cấu để tạo ra màn hình thực tế tăng cường cho người sử dụng.&lt; Image1",0.0
蝎毒素融合蛋白具有增强皮肤细胞增殖的作用，抗皱，增加皮肤弹性和抗衰老的化妆品中含有这种融合蛋白作为活性成分|本发明涉及一种具有增强皮肤细胞增殖作用的蝎毒素融合蛋白，以及含有蝎毒素融合蛋白以改善皮肤皱纹，皮肤弹性，抗衰老为有效成分的化妆品。 由于本发明的化妆品具有优良的细胞增殖和改善皮肤皱纹，增强皮肤弹性的作用，有望在功能性化妆品领域得到有益的应用。&LT；IMAGE1,"PROTEIN DUNG HỢP ĐỘC TỐ BỌ CẠP CÓ TÁC DỤNG TĂNG CƯỜNG SỰ TĂNG SINH TẾ BÀO DA VÀ MỸ PHẨM ĐỂ CHỐNG NHĂN,  TĂNG ĐỘ ĐÀN HỒI DA VÀ CHỐNG LÃO HÓA CHỨA PROTEIN DUNG HỢP NÀY LÀM THÀNH PHẦN HOẠT TÍNH|Sáng chế đề cập đến protein dung hợp độc tố bọ cạp có tác dụng tăng cường sự tăng sinh tế bào da và mỹ phẩm chứa protein dung hợp độc tố bọ cạp để làm cải thiện nếp nhăn da,  độ đàn hồi da,  và chống lão hóa làm thành phần hoạt tính. Do mỹ phẩm của sáng chế có tác dụng tăng sinh tế bào tuyệt vời và tác dụng làm cải thiện nếp nhăn da và làm tăng cường độ đàn hồi da,  nó được mong đợi là được sử dụng có lợi trong lĩnh vực mỹ phẩm chức năng.&lt; Image1",0.0
